,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
7675,7675,165.000,"Favões, Marco de Canaveses",7290,,,223,,,,,,,,,,,
7676,7676,265.000,"Fradelos, Braga",200,3,3,220,3,,,,,,,,,,
7677,7677,300.000,"Rio Tinto - Estação, Gondomar",197,4,3,152,2,,,,,,,,,,
7678,7678,265.000,"Fradelos, Braga",200,3,3,220,3,,,,,,,,,,
7679,7679,260.000,"Penha de França, Lisboa",,2,1,44,,,2,,,,,,,,
7680,7680,370.000,"Moncarapacho, Olhão",142,3,3,118,1,,,,,,,,,,
7681,7681,285.000,"Pinhanços, Guarda",327,3,3,155,1,,,,,,,,,,
7682,7682,300.000,"Quelfes, Faro",159,4,3,112,,,,,,,,,,,
7683,7683,435.000,"Miraflores, Oeiras",,2,2,114,0,,8,,,,,,,,
7684,7684,1.250.000,"Odiáxere, Faro",1600,3,4,198,3,,,,,,,,,,
7685,7685,18.000,"Carvalhal, Fundão",76,2,1,44,,,,,,,,,,,
7686,7686,59.000,"Miragaia e Marteleira, Lisboa",46,1,1,37,,,,,,,,,,,
7687,7687,265.000,"Fradelos, Braga",200,3,3,220,3,,,,,,,,,,
7688,7688,159.000,"Sobralinho, Vila Franca de Xira",96,3,1,88,,,,,,,,,,,
7689,7689,235.000,"São Félix da Marinha III - Granja, Vila Nova de Gaia",,2,2,93,1,,1,,,,,,,,
7690,7690,690.000,"Estadio da Luz - Laranjeiras, Lisboa",,3,3,124,2,,1,,,,,,,,
7691,7691,,"Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira",,1-3,,82-133,1-2,,2,,0,0-1,104-251,,,,
7692,7692,220.000,"Praia do Furadouro, Ovar",,3,2,109,1,,0,,,,,,,,
7693,7693,215.000,"Reguengo Grande, Lisboa",881,4,3,198,2,,2,,,,,,,,
7694,7694,152.900,"Braga (São Vítor), Braga",,3,2,87,1,,0,,,,,,,,
7695,7695,285.000,"Folhadela, Vila Real",9600,4,2,190,3,,,,,,,,,,
7696,7696,160.000,"Centro Histórico, Évora",26,1,1,55,,,,,,,,,,,
7697,7697,279.900,"Gavião, Braga",264,3,3,117,2,,,,,,,,,,
7698,7698,149.900,"Águas Santas, Porto",215,3,1,140,2,,,,,,,,,,
7699,7699,900.000,"Arco da Calheta, Ilha da Madeira",755,3,4,187,2,,,,,,,,,,
7700,7700,79.000,"Espite, Santarém",5455,3,1,40,1,,,,,,,,,,
7701,7701,60.000,"Touriz, Tábua",1000,2,1,100,,,,,,,,,,,
7702,7702,185.000,"Queluz, Sintra",,4,1,89,,,-1,,,,,,,,
7703,7703,97.500,"Lagos da Beira, Oliveira do Hospital",2416,2,1,41,1,,,,,,,,,,
7704,7704,420.000,"Pinheiro Manso, Porto",,4,2,127,1,,3,,,,,,,,
7705,7705,65.000,"Oliveira do Bairro, Aveiro",370,2,1,79,,,,,,,,,,,
7706,7706,89.000,"Sobral Monte Agraço, Sobral de Monte Agraço",75,,,60,1,,,,,,,,,,
7707,7707,78.000,"Covas, Viana do Castelo",612,1,1,55,,,,,,,,,,,
7708,7708,240.000,"Vila do Conde, Porto",63,2,2,120,0,,,,,,,,,,
7709,7709,Sob Consulta,"Vale de Anta, Vila Real",2860,4,4,226,3,,,,,,,,,,
7710,7710,137.500,"Galizes, Oliveira do Hospital",4060,2,1,51,2,,,,,,,,,,
7711,7711,115.000,"Centro OHP, Oliveira do Hospital",,3,2,108,1,,1,,,,,,,,
7712,7712,186.000,"Massamá e Monte Abraão, Lisboa",,4,2,,,,10,,,,,,,,
7713,7713,27.500,"Castelo Branco, Castelo Branco",,1,1,20,,,,,,,,,,,
7714,7714,60.000,"S. Paio de Gramaços, Oliveira do Hospital",168,2,,,,,,,,,,,,,
7715,7715,Sob Consulta,"Monte Gordo, Vila Real de Santo António",,4,4,89,,,,,,,,,,,
7716,7716,230.000,"Lagos da Beira e Lajeosa, Coimbra",16115,5,2,133,,,,,,,,,,,
7717,7717,Sob Consulta,"Centro, Celorico da Beira",160,4,4,259,,,,,,,,,,,
7718,7718,180.000,"Almaceda, Castelo Branco",1085,2,2,59,2,,,,,,,,,,
7719,7719,398.000,"Carreira e Fonte Coberta, Braga",1010,3,4,263,8,,,,,,,,,,
7720,7720,1.060.000,"Marisol, Seixal",1030,5,4,184,3,,,,,,,,,,
7721,7721,560.000,"Carvalhosa, Porto",4279,5,6,418,4,,,,,,,,,,
7722,7722,Sob Consulta,"Sintra, Sintra",700,5,4,191,3,,,,,,,,,,
7723,7723,142.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,46,1,,0,,,,,,,,
7724,7724,192.000,"São Luís, Beja",344,1,1,44,,,,,,,,,,,
7725,7725,150.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,4,,,,,,,,
7726,7726,165.000,"Guarda, Guarda",,3,2,,2,,1,,,,,,,,
7727,7727,135.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,3,,,,,,,,
7728,7728,163.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,49,1,,2,,,,,,,,
7729,7729,835.000,"Centro Histórico, Cascais",,3,2,106,1,,1,,,,,,,,
7730,7730,136.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,1,,,,,,,,
7731,7731,124.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,37,1,,0,,,,,,,,
7732,7732,90.000,"Sobrado e Bairros, Aveiro",157,2,1,75,1,,,,,,,,,,
7733,7733,152.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,56,1,,0,,,,,,,,
7734,7734,94.300,"Teixoso, Covilhã",,3,2,99,1,,3,,,,,,,,
7735,7735,690.000,"Casas de Azeitão, Setúbal",491,4,3,156,2,,,,,,,,,,
7736,7736,279.000,"Freiria, Lisboa",137,3,2,152,1,,,,,,,,,,
7737,7737,599.000,"Avenidas Novas / Praça de Espanha, Lisboa",,3,2,117,,,7,,,,,,,,
7738,7738,141.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,3,,,,,,,,
7739,7739,143.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,3,,,,,,,,
7740,7740,144.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,35,1,,3,,,,,,,,
7741,7741,230.000,"Gaeiras, Óbidos",302,2,3,125,2,,,,,,,,,,
7742,7742,250.000,"Areias, Sequeiró, Lama e Palmeira, Porto",1020,4,3,136,2,,3,,,,,,,,
7743,7743,167.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,49,1,,3,,,,,,,,
7744,7744,135.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,3,,,,,,,,
7745,7745,168.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,51,1,,3,,,,,,,,
7746,7746,189.000,"Gondomar (São Cosme), Valbom e Jovim, Porto",225,2,1,85,0,,1,,,,,,,,
7747,7747,160.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,46,1,,3,,,,,,,,
7748,7748,159.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,46,1,,3,,,,,,,,
7749,7749,248.000,"Parede, Cascais",,2,1,73,0,,3,,,,,,,,
7750,7750,139.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,2,,,,,,,,
7751,7751,138.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,2,,,,,,,,
7752,7752,141.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,35,1,,2,,,,,,,,
7753,7753,110.000,"Porto Centro, Porto",,,,48,,,,,,,,,,,
7754,7754,132.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,2,,,,,,,,
7755,7755,210.000,"Falagueira, Amadora",,2,1,55,,,3,,,,,,,,
7756,7756,132.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,32,1,,2,,,,,,,,
7757,7757,230.000,"Anta I - Igreja, Espinho",406,3,2,101,2,,,,,,,,,,
7758,7758,750.000,"Caparide, Cascais",201,2,4,161,1,,,,,,,,,,
7759,7759,170.000,"Paredes, Porto",,3,2,122,1,,3,,,,,,,,
7760,7760,280.000,"Olivais, Lisboa",,2,1,78,,,3,,,,,,,,
7761,7761,Sob Consulta,"São Domingos de Benfica, Lisboa",,5,4,215,3,,5,,,,,,,,
7762,7762,290.000,"Oliveira de Azeméis, Oliveira de Azeméis",650,3,2,262,1,,,,,,,,,,
7763,7763,75.000,"Açores, Albergaria-a-Velha",129,,,71,,,,,,,,,,,
7764,7764,495.000,"Santa Clara, Ilha de São Miguel",900,2,2,292,3,,,,,,,,,,
7765,7765,109.900,"Gavião, Braga",477,,,38,,,,,,,,,,,
7766,7766,230.000,"Lage, Braga",3664,3,3,113,1,,,,,,,,,,
7767,7767,Sob Consulta,"Colmeias e Memória, Leiria",3100,5,5,108,1,,,,,,,,,,
7768,7768,Sob Consulta,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,3,2,96,1,,4,,,,,,,,
7769,7769,Sob Consulta,"Pico da Pedra, Ilha de São Miguel",5178,1,1,40,,,,,,,,,,,
7770,7770,80.000,"São Jorge, Ilha da Madeira",930,3,1,51,,,,,,,,,,,
7771,7771,18.000,"Salgueiro, Fundão",24,,,24,,,,,,,,,,,
7772,7772,499.500,"Arcozelo, Porto",178,5,4,161,4,,,,,,,,,,
7773,7773,167.000,"Laranjeiro, Almada",,2,1,60,,,2,,,,,,,,
7774,7774,400.000,"Mato Santo Espírito/ Vale Carangueijo, Tavira",775,3,2,80,2,,,,,,,,,,
7775,7775,115.000,"Santa Maria Maior, Vila Real",,2,2,74,,,4,,,,,,,,
7776,7776,1.600.000,"Alameda Conde Oeiras / Nova Oeiras, Oeiras",805,7,5,358,2,,,,,,,,,,
7777,7777,490.000,"Areeiro, Lisboa",,3,2,150,1,,8,,,,,,,,
7778,7778,164.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,45,1,,2,,,,,,,,
7779,7779,Sob Consulta,"Santa Maria Maior, Vila Real",,3,2,132,0,,2,,,,,,,,
7780,7780,164.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,47,1,,2,,,,,,,,
7781,7781,110.000,"Gondomar (São Cosme), Valbom e Jovim, Porto",125,3,2,64,,,2,,,,,,,,
7782,7782,Sob Consulta,"Sé, Santa Maria e Meixedo, Bragança",,3,2,120,1,,0,,,,,,,,
7783,7783,180.000,"Salir, Faro",3000,6,2,387,,,,,,,,,,,
7784,7784,775.000,"Paranhos, Porto",173,9,4,156,1,,,,,,,,,,
7785,7785,155.000,"Ponta Garça, Ilha de São Miguel",362,2,1,109,1,,,,,,,,,,
7786,7786,380.000,"CAMARATE, Loures",,3,2,127,2,,3,,,,,,,,
7787,7787,290.000,"Paranhos, Porto",,2,3,90,1,,2,,,,,,,,
7788,7788,380.000,"CAMARATE, Loures",,3,2,127,2,,3,,,,,,,,
7789,7789,380.000,"CAMARATE, Loures",,3,2,127,2,,2,,,,,,,,
7790,7790,Sob Consulta,"Sé, Santa Maria e Meixedo, Bragança",,3,2,123,1,,1,,,,,,,,
7791,7791,380.000,"Sacavém / Camarate, Loures",,3,2,127,2,,2,,,,,,,,
7792,7792,460.000,"Santa Marinha e São Pedro da Afurada, Porto",,4,4,182,2,,11,,,,,,,,
7793,7793,380.000,"CAMARATE, Loures",,3,2,127,2,,1,,,,,,,,
7794,7794,510.000,"Ponta Delgada (São Pedro), Ilha de São Miguel",411,4,2,189,1,,,,,,,,,,
7795,7795,380.000,"CAMARATE, Loures",,3,2,127,2,,1,,,,,,,,
7796,7796,270.000,"Pasteleira, Porto",,3,1,114,,,5,,,,,,,,
7797,7797,158.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,42,1,,1,,,,,,,,
7798,7798,400.000,"Sacavém / Camarate, Loures",,3,2,127,1,,0,,,,,,,,
7799,7799,132.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,29,1,,1,,,,,,,,
7800,7800,139.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,29,1,,1,,,,,,,,
7801,7801,130.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,29,1,,1,,,,,,,,
7802,7802,180.000,"Valongo, Porto",106,2,2,106,,,,,,,,,,,
7803,7803,130.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,30,1,,1,,,,,,,,
7804,7804,575.000,"Aldoar, Foz do Douro e Nevogilde, Porto",117,3,2,113,,,,,,,,,,,
7805,7805,161.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,1,1,49,1,,1,,,,,,,,
7806,7806,Sob Consulta,"Fafe, Fafe",654,3,3,160,2,,,,,,,,,,
7807,7807,127.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,30,1,,0,,,,,,,,
7808,7808,128.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,30,1,,0,,,,,,,,
7809,7809,400.000,"Agualva e Mira-Sintra, Lisboa",,5,2,196,2,,,,,,,,,,
7810,7810,595.000,"Gandra, São Martinho de Bougado, Trofa",741,4,4,320,2,,,,,,,,,,
7811,7811,475.000,"Canidelo, Porto",,3,2,119,2,,1,,,,,,,,
7812,7812,495.000,"Prozelo, Viana do Castelo",1026,3,4,193,4,,,,,,,,,,
7813,7813,160.000,"Ginetes, Ilha de São Miguel",301,3,2,113,1,,,,,,,,,,
7814,7814,350.000,"Vilamar, Cantanhede",1156,3,4,270,2,,,,,,,,,,
7815,7815,400.000,"Sacavém / Camarate, Loures",,3,2,127,1,,0,,,,,,,,
7816,7816,122.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,30,1,,0,,,,,,,,
7817,7817,,"Faro (Sé e São Pedro), Faro",,2-3,,90-185,1-2,,1-4,,0-14,0-7,,,,,
7818,7818,160.000,"Porto, Porto",,1,1,52,,,3,,,,,,,,
7819,7819,265.000,"Arcos de Valdevez (São Paio) e Giela, Viana do Castelo",500,5,3,87,1,,,,,,,,,,
7820,7820,122.000,"Braga (São José de São Lázaro e São João do Souto), Braga",,0,1,30,1,,0,,,,,,,,
7821,7821,98.000,"Mangualde, Mesquitela e Cunha Alta, Viseu",252,3,1,74,,,2,,,,,,,,
7822,7822,120.000,"São João, Ilha do Pico",1316,2,3,,,,,,,,,,,,
7823,7823,300.000,"Centro Histórico, Abrantes",789,8,4,404,3,,,,,,,,,,
7824,7824,379.000,"Alverca do Ribatejo e Sobralinho, Lisboa",,3,2,107,2,,2,,,,,,,,
7825,7825,189.000,"Marvila, Lisboa",,3,1,75,,,0,,,,,,,,
7826,7826,420.000,"Loulé (São Clemente), Faro",165,4,2,202,3,,,,,,,,,,
7827,7827,179.900,"Corroios, Seixal",,2,1,70,,,1,,,,,,,,
7828,7828,690.000,"Quinta Grande -Rio de Mouro, Sintra",592,4,4,221,4,,,,,,,,,,
7829,7829,245.500,"Laranjeiro e Feijó, Setúbal",,3,2,89,,,3,,,,,,,,
7830,7830,220.000,"Salvaterra de Magos e Foros de Salvaterra, Santarém",6951,2,1,128,2,,,,,,,,,,
7831,7831,199.000,"Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira",,2,2,93,,,6,,,,,,,,
7832,7832,Sob Consulta,"Odivelas, Lisboa",,2,1,57,0,,3,,,,,,,,
7833,7833,235.500,"São Vicente, Ilha da Madeira",1166,3,1,48,,,,,,,,,,,
7834,7834,280.000,"Areosa, Porto",,2,2,79,2,,1,,,,,,,,
7835,7835,72.000,"Gouveia, Guarda",192,2,1,170,,,,,,,,,,,
7836,7836,495.000,"Centro, Matosinhos",,2,2,125,2,,7,,,,,,,,
7837,7837,375.000,"Oliveira do Douro, Vila Nova de Gaia",473,4,3,248,3,,,,,,,,,,
7838,7838,105.000,"Fontelo, Viseu",170,3,2,103,2,,,,,,,,,,
7839,7839,494.000,"Leça do Balio, Matosinhos",174,4,3,210,2,,,,,,,,,,
7840,7840,205.500,"Santa Cruz do Douro e São Tomé de Covelas, Porto",4390,3,2,110,,,,,,,,,,,
7841,7841,494.000,"Leça do Balio, Matosinhos",174,4,3,210,2,,,,,,,,,,
7842,7842,169.000,"Horta (Angústias), Ilha do Faial",309,3,1,,,,2,,,,,,,,
7843,7843,175.000,"Viseu, Viseu",,1,1,61,1,,3,,,,,,,,
7844,7844,185.000,"Viseu, Viseu",,1,1,72,1,,3,,,,,,,,
7845,7845,354.000,"Ermesinde, Porto",87,3,4,130,8,,,,,,,,,,
7846,7846,280.000,"Santa Marta de Portuzelo, Viana do Castelo",319,4,3,200,2,,,,,,,,,,
7847,7847,850.000,"Salvaterra de Magos e Foros de Salvaterra, Santarém",5000,3,3,223,1,,,,,,,,,,
7848,7848,245.000,"Agualva e Mira-Sintra, Lisboa",,4,3,140,,,-1,,,,,,,,
7849,7849,Sob Consulta,"Esmoriz, Aveiro",245,2,1,85,1,,,,,,,,,,
7850,7850,659.000,"Bairro do Girassol, Odivelas",345,4,4,166,3,,,,,,,,,,
7851,7851,499.000,"Faculdade das Belas Artes, Porto",249,,,246,,,,,,,,,,,
7852,7852,1.850.000,"Costa da Caparica, Setúbal",500,7,5,274,3,,,,,,,,,,
7853,7853,242.000,"Jovim, Gondomar",1117,5,4,854,3,,,,,,,,,,
7854,7854,575.000,"Moreira, Maia",1211,,,,,,,,,,,,,,
7855,7855,132.000,"Paranhos, Guarda",38,5,2,169,,,,,,,,,,,
7856,7856,695.000,"Olivais Sul, Lisboa",300,5,3,160,,,,,,,,,,,
7857,7857,175.000,"Escariz, Aveiro",320,3,1,280,3,,,,,,,160,,,
7858,7858,270.000,"Mafamude e Vilar do Paraíso, Porto",37,3,3,100,1,,1,,,,,,,,
7859,7859,480.000,"Matosinhos e Leça da Palmeira, Porto",,3,2,116,1,,1,,,,,,,,
7860,7860,Sob Consulta,"São Félix da Marinha, Porto",,2,3,105,2,,3,,,,,,,,
7861,7861,215.000,"Esgueira, Aveiro",,3,2,173,2,,,,,,,,,,
7862,7862,170.000,"Santa Marinha e São Pedro da Afurada, Porto",,1,1,48,1,,1,,,,,,,,
7863,7863,95.000,"Seia, São Romão e Lapa dos Dinheiros, Guarda",,3,2,111,1,,0,,,,,,,,
7864,7864,177.500,"Santa Marinha e São Pedro da Afurada, Porto",,1,1,48,1,,3,,,,,,,,
7865,7865,149.000,"Santa Joana, Aveiro",,3,1,74,0,,2,,,,,,,,
7866,7866,450.000,"Campo Alegre, Porto",,3,3,138,2,,2,,,,,,,,
7867,7867,349.900,"Cristelos, Boim e Ordem, Porto",760,3,3,258,5,,,,,,,,,,
7868,7868,159.900,"Lousado, Braga",200,3,1,84,1,,,,,,,,,,
7869,7869,360.000,"Entre Quintas, Matosinhos",,3,3,111,1,,1,,,,,,,,
7870,7870,259.000,"Mina de Água, Lisboa",250,3,1,71,2,,0,,,,,,,,
7871,7871,125.000,"Rosto do Cão (Livramento), Ilha de São Miguel",59,3,1,90,,,,,,,,,,,
7872,7872,335.000,"Arcozelo, Ponte de Lima",240,3,3,255,1,,,,,,,,,,
7873,7873,420.000,"Campo e Sobrado, Porto",2280,3,3,204,2,,,,,,,,,,
7874,7874,290.000,"Aveiras de Baixo, Lisboa",106,4,4,188,,,,,,,,,,,
7875,7875,177.000,"Damaia de Cima, Amadora",,2,1,75,,,2,,,,,,,,
7876,7876,395.000,"Salvaterra de Magos e Foros de Salvaterra, Santarém",5042,4,3,256,4,,,,,,,,,,
7877,7877,85.000,"Santiago, Guarda",,2,1,68,,,0,,,,,,,,
7878,7878,450.000,"Ajuda, Lisboa",,3,2,,1,,-2,,,,,,,,
7879,7879,265.000,"Moncarapacho e Fuseta, Faro",1840,3,1,154,2,,,,,,,154,,,
7880,7880,680.000,"S. Brás, São Brás de Alportel",33262,,,,,,,,,,,,,,
7881,7881,299.000,"Casais da Lagoa, Azambuja",2298,4,4,188,,,,,,,,,,,
7882,7882,420.000,"Canidelo, Porto",,3,2,130,3,,0,,,,,,,,
7883,7883,290.000,"Loulé (São Clemente), Faro",,3,2,119,1,,3,,,,,,,,
7884,7884,Sob Consulta,"Corroios, Setúbal",,2,1,72,,,,,,,,,,,
7885,7885,210.000,"Almeirim, Santarém",173,3,2,56,,,,,,,,,,,
7886,7886,180.000,"Bairro Nova Imagem, Sintra",,4,2,95,,,,,,,,,,,
7887,7887,980.000,"Santa Maria Maior, Lisboa",,2,2,120,,,2,,,,,,,,
7888,7888,215.000,"Quarteira, Loulé",,1,1,48,,,2,,,,,,,,
7889,7889,119.500,"São João de Rei, Braga",1215,5,2,121,1,,,,,,,,,,
7890,7890,650.000,"Arca d´ Água, Porto",297,8,2,282,3,,,,,,,,,,
7891,7891,395.000,"Salir, Faro",936,4,3,241,,,,,,,,,,,
7892,7892,430.000,"São João de Lourosa, Viseu",3849,5,4,355,,,,,,,,,,,
7893,7893,460.000,"Quinta Grande -Rio de Mouro, Sintra",1600,3,2,190,,,,,,,,,,,
7894,7894,255.000,"Areosa, Porto",,3,2,106,,,1,,,,,,,,
7895,7895,900.000,"Carvoeira, Lisboa",3349,,,300,,,,,,,,,,,
7896,7896,799.000,"Loures, Loures",321,3,4,303,3,,,,,,,,,,
7897,7897,250.500,"Milagres, Leiria",563,3,3,384,3,,,,,,,,,,
7898,7898,162.000,"Silvares, Pias, Nogueira e Alvarenga, Porto",,4,3,280,2,,,,,,,,,,
7899,7899,250.000,"Santa Marinha e São Pedro da Afurada, Porto",,1,1,59,,,0,,,,,,,,
7900,7900,499.000,"Santo António, Lisboa",,3,2,73,,,1,,,,,,,,
7901,7901,179.900,"Venteira, Lisboa",,2,1,70,,,2,,,,,,,,
7902,7902,268.000,"Recarei, Matosinhos",,2,2,78,1,,2,,,,,,,,
7903,7903,213.000,"Barreiro e Lavradio, Setúbal",,2,1,85,,,0,,,,,,,,
7904,7904,389.000,"Lordelo, Porto",1600,4,3,144,2,,,,,,,,,,
7905,7905,320.000,"São Félix da Marinha, Porto",,3,3,132,2,,3,,,,,,,,
7906,7906,266.000,"Recarei, Matosinhos",,2,2,78,1,,1,,,,,,,,
7907,7907,213.000,"Barreiro e Lavradio, Setúbal",,2,1,85,,,1,,,,,,,,
7908,7908,262.000,"Recarei, Matosinhos",,2,2,79,1,,1,,,,,,,,
7909,7909,213.000,"Barreiro e Lavradio, Setúbal",,2,1,85,,,1,,,,,,,,
7910,7910,475.000,"Venda do Pinheiro, Mafra",850,4,2,224,1,,,,,,,,,,
7911,7911,1.120.000,"Lisboa, Lisboa",,8,4,261,,,4,,,,,,,,
7912,7912,79.900,"Baixa da Banheira e Vale da Amoreira, Setúbal",,1,1,65,,,0,,,,,,,,
7913,7913,125.000,"Quinta do Picado, Aveiro",,2,1,72,0,,0,,,,,,,,
7914,7914,240.000,"Penha de França, Lisboa",,1,1,33,,,1,,,,,,,,
7915,7915,80.000,"Barreiro e Lavradio, Setúbal",,2,1,60,,,2,,,,,,,,
7916,7916,450.000,"Fernão Ferro, Seixal",339,4,3,141,1,,0,,,,,,,,
7917,7917,399.950,"Campo de Ourique, Lisboa",,2,1,75,,,3,,,,,,,,
7918,7918,Sob Consulta,"Cacém e São Marcos, Sintra",,2,1,95,,,4,,,,,,,,
7919,7919,38.000,"Celorico da Beira, Celorico da Beira",73,3,2,93,,,,,,,,,,,
7920,7920,470.000,"Senhora da Hora, Matosinhos",278,3,4,205,2,,,,,,,,,,
7921,7921,429.000,"Amora, Setúbal",520,5,2,240,1,,,,,,,,,,
7922,7922,31.500,"Águas Belas, Sabugal",160,,,40,,,,,,,,,,,
7923,7923,850.000,"Horta (Angústias), Ilha do Faial",190,7,3,384,,,0,,,,,,,,
7924,7924,650.000,"Sobral Monte Agraço, Sobral de Monte Agraço",347,4,2,245,4,,,,,,,310,,,
7925,7925,159.000,"Venteira, Lisboa",,3,1,92,,,-1,,,,,,,,
7926,7926,355.000,"Cedros, Ilha do Faial",765,5,3,240,,,,,,,,,,,
7927,7927,189.000,"J.Pimenta, Oeiras",,1,1,40,,,,,,,,,,,
7928,7928,165.000,"Rio de Mouro, Lisboa",,2,1,65,,,1,,,,,,,,
7929,7929,129.000,"Espite, Santarém",3520,4,2,72,,,,,,,,,,,
7930,7930,,"Alcântara, Lisboa",,2,1,82,1,,,,0,0,,,,,
7931,7931,699.000,"Parque das Nações, Lisboa",,3,3,94,2,,9,,,,,,,,
7932,7932,450.000,"Algés, Oeiras",,4,3,122,1,,10,,,,,,,,
7933,7933,Sob Consulta,"Marrazes e Barosa, Leiria",,2,2,111,2,,,,,,,,,,
7934,7934,56.500,"Azinhaga, Santarém",617,2,1,100,,,,,,,,,,,
7935,7935,165.000,"Monte dos Burgos, Matosinhos",,3,2,80,0,,2,,,,,,,,
7936,7936,650.000,"Olhão, Faro",,3,3,102,1,,,,,,,,,,
7937,7937,360.000,"Olhão, Faro",,2,2,79,1,,0,,,,,,,,
7938,7938,330.000,"Olhão Baixa, Olhão",,2,1,70,1,,0,,,,,,,,
7939,7939,295.000,"Loulé (São Clemente), Faro",,2,2,113,1,,5,,,,,,,,
7940,7940,285.000,"Gulpilhares e Valadares, Porto",,3,2,110,1,,2,,,,,,,,
7941,7941,230.000,"Oiã, Aveiro",1400,3,2,158,2,,,,,,,,,,
7942,7942,199.000,"Águas Santas, Porto",25,2,1,76,1,,0,,,,,,,,
7943,7943,369.500,"Cavadas, Seixal",315,4,3,232,2,,,,,,,,,,
7944,7944,144.000,"Bem Viver, Porto",,3,2,113,1,,1,,,,,,,,
7945,7945,Sob Consulta,"1- Centro, Penafiel",,2,2,85,1,,3,,,,,,,,
7946,7946,295.000,"Charneca de Caparica e Sobreda, Setúbal",,3,2,118,1,,3,,,,,,,,
7947,7947,Sob Consulta,"São Domingos de Rana, Lisboa",,3,1,84,,,2,,,,,,,,
7948,7948,750.000,"G1 - Moutadas, Vila Nova de Gaia",950,4,4,200,2,,,,,,,,,,
7949,7949,349.000,"São Cosme Zona 7, Gondomar",1319,4,3,494,2,,,,,,,,,,
7950,7950,219.000,"Gulpilhares e Valadares, Porto",,2,2,100,1,,1,,,,,,,,
7951,7951,192.000,"Reboleira, Águas Livres, Amadora",,2,,70,,,1,,,,,,,,
7952,7952,895.000,"Santo António, Lisboa",,4,2,,,,4,,,,,,,,
7953,7953,160.000,"Buarcos, Figueira da Foz",,2,2,58,,,4,,,,,,,,
7954,7954,399.000,"Alto dos Gaios, Cascais",,2,1,80,2,,1,,,,,,,,
7955,7955,255.000,"Palmeira de Faro, Esposende",360,4,3,213,1,,,,,,,,,,
7956,7956,199.000,"São Mateus, Ilha do Pico",30,3,2,,1,,,,,,,,,,
7957,7957,90.000,"Madalena, Chaves",52,3,1,41,1,,,,,,,,,,
7958,7958,195.000,"Albufeira e Olhos de Água, Faro",,1,1,50,,,,,,,,,,,
7959,7959,Sob Consulta,"Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa",269,4,3,199,2,,,,,,,,,,
7960,7960,10.000,"Coutada, Covilhã",,0,0,20,1,,,,,,,,,,
7961,7961,280.000,"Rio Tinto - Centro, Gondomar",,3,2,120,1,,2,,,,,,,,
7962,7962,185.000,"Agualva e Mira-Sintra, Lisboa",,2,1,68,,,-1,,,,,,,,
7963,7963,145.000,"Carlos Seixas / Verde Pinho, Coimbra",,3,1,55,,,1,,,,,,,,
7964,7964,238.500,"Arrifes, Ilha de São Miguel",12100,3,1,164,4,,,,,,,,,,
7965,7965,47.000,"Valezim, Guarda",,3,1,72,,,,,,,,,,,
