,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
7399,7399,195.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,1,37,,,2,,,,,,,,
7400,7400,375.000,"Magoito, Sintra",490,2,2,83,1,,,,,,,,,,
7401,7401,315.000,"Benfica, Lisboa",,2,1,60,,,5,,,,,,,,
7402,7402,42.500,"Moreira do Rei e Várzea Cova, Braga",1500,5,,252,1,,,,,,,,,,
7403,7403,88.000,"Campanhã, Porto",110,2,1,38,,,,,,,,,,,
7404,7404,Sob Consulta,"Centro, Guarda",,2,1,76,1,,2,,,,,,,,
7405,7405,32.500,"São Cristóvão de Nogueira, Viseu",230,1,,18,,,,,,,,,,,
7406,7406,595.000,"Fernão Ferro, Setúbal",1036,3,3,109,,,,,,,,,,,
7407,7407,67.380,"Macieira de Cambra, Aveiro",654,2,,54,,,,,,,,,,,
7408,7408,119.900,"Laranjeiro, Almada",,1,1,44,,,10,,,,,,,,
7409,7409,Sob Consulta,"Gove, Porto",1200,3,4,228,1,,,,,,,,,,
7410,7410,315.000,"São Luís, Beja",1939,3,1,145,,,,,,,,,,,
7411,7411,295.000,"Santa Maria Maior, Viana do Castelo",,4,3,170,,,1,,,,,,,,
7412,7412,445.000,"Mouçós e Lamares, Vila Real",1890,5,4,344,3,,,,,,,,,,
7413,7413,120.000,"Palmela Village, Palmela",,0,1,51,,,1,,,,,,,,
7414,7414,67.000,"Póvoa do Mileu, Guarda",30,3,1,52,,,0,,,,,,,,
7415,7415,199.000,"Anta I - Ponte de Anta, Espinho",259,3,2,91,1,,,,,,,,,,
7416,7416,395.000,"Agualva e Mira-Sintra, Lisboa",,3,3,121,2,,3,,,,,,,,
7417,7417,395.000,"Agualva e Mira-Sintra, Lisboa",,3,3,121,2,,2,,,,,,,,
7418,7418,390.000,"Agualva e Mira-Sintra, Lisboa",,3,3,121,2,,1,,,,,,,,
7419,7419,299.500,"Canedo, Vale e Vila Maior, Aveiro",760,3,3,179,2,,,,,,,,,,
7420,7420,345.000,"Agualva e Mira-Sintra, Lisboa",,2,2,90,2,,3,,,,,,,,
7421,7421,345.000,"Agualva e Mira-Sintra, Lisboa",,2,2,90,2,,2,,,,,,,,
7422,7422,340.000,"Agualva e Mira-Sintra, Lisboa",,2,2,90,2,,1,,,,,,,,
7423,7423,340.000,"Agualva e Mira-Sintra, Lisboa",,2,2,90,2,,0,,,,,,,,
7424,7424,260.000,"Caniço, Ilha da Madeira",139,3,3,138,3,,,,,,,,,,
7425,7425,80.000,"Boa Ventura, Ilha da Madeira",252,3,2,,,,,,,,,,,,
7426,7426,198.000,"Vila do Conde, Porto",,3,2,115,1,,2,,,,,,,,
7427,7427,Sob Consulta,"Amadora, Amadora",,3,2,86,,,6,,,,,,,,
7428,7428,700.000,"Vila Nova de Gaia, Vila Nova de Gaia",3700,5,3,208,,,,,,,,,,,
7429,7429,425.000,"Sopo, Viana do Castelo",5000,4,3,233,,,,,,,,,,,
7430,7430,155.000,"Sé, Santa Maria e Meixedo, Bragança",,3,2,111,1,,3,,,,,,,,
7431,7431,149.500,"Campo Salgueiros, Porto",,1,1,36,,,3,,,,,,,,
7432,7432,182.500,"Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães, Lisboa",98,2,1,59,1,,,,,,,,,,
7433,7433,295.000,"São Domingos de Rana, Lisboa",,3,2,108,,,3,,,,,,,,
7434,7434,320.000,"Vilar de Andorinho, Vila Nova de Gaia",508,5,4,200,2,,,,,,,,,,
7435,7435,350.000,"Moledo e Cristelo, Viana do Castelo",260,3,3,146,2,,,,,,,,,,
7436,7436,230.000,"Vila Real de Santo António, Vila Real de Santo António",,3,2,98,,,,,,,,,,,
7437,7437,Sob Consulta,"São Sebastião de Guerreiros, Loures",,2,1,99,,,-1,,,,,,,,
7438,7438,590.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,6,,,,,,,,
7439,7439,590.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,3,,,,,,,,
7440,7440,590.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,2,,,,,,,,
7441,7441,590.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,1,,,,,,,,
7442,7442,640.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,2,,,,,,,,
7443,7443,640.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,1,,,,,,,,
7444,7444,580.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,2,,,,,,,,
7445,7445,580.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,3,3,,0,,1,,,,,,,,
7446,7446,460.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,2,,,,,,,,
7447,7447,460.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,1,,,,,,,,
7448,7448,460.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,2,,,,,,,,
7449,7449,460.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,1,,,,,,,,
7450,7450,450.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,6,,,,,,,,
7451,7451,450.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,4,,,,,,,,
7452,7452,470.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,1,,,,,,,,
7453,7453,Sob Consulta,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,3,,0,,0,,,,,,,,
7454,7454,145.000,"Santa Maria Maior, Vila Real",,3,2,106,0,,5,,,,,,,,
7455,7455,200.000,"G1 - Francelos, Vila Nova de Gaia",,2,2,78,3,,3,,,,,,,,
7456,7456,200.000,"Paranhos, Porto",,2,2,82,,,1,,,,,,,,
7457,7457,225.000,"Santa Maria Maior, Vila Real",174,3,3,150,2,,,,,,,,,,
7458,7458,305.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,2,81,0,,0,,,,,,,,
7459,7459,274.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,2,67,0,,0,,,,,,,,
7460,7460,410.000,"Arcozelo, Porto",33,3,5,174,2,,,,,,,,,,
7461,7461,209.000,"Caxinas, Vila do Conde",126,3,1,87,0,,,,,,,,,,
7462,7462,274.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,2,67,0,,0,,,,,,,,
7463,7463,274.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,1,2,67,0,,0,,,,,,,,
7464,7464,425.000,"Fernão Ferro, Setúbal",383,5,2,383,1,,,,,,,,,,
7465,7465,1.900.000,"Parque das Nações - Expo Sul, Lisboa",,3,3,142,3,,13,,,,,,,,
7466,7466,315.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,2,78,0,,0,,,,,,,,
7467,7467,1.900.000,"Parque das Nações - Expo Sul, Lisboa",,3,3,166,3,,13,,,,,,,,
7468,7468,310.000,"Trofa Velha, Santiago de Bougado, Trofa",380,3,3,204,3,,,,,,,,,,
7469,7469,2.050.000,"Parque das Nações - Expo Sul, Lisboa",,3,3,172,3,,8,,,,,,,,
7470,7470,3.300.000,"Parque das Nações - Expo Sul, Lisboa",,4,5,273,3,,8,,,,,,,,
7471,7471,485.000,"Nogueiró e Tenões, Braga",,3,5,421,1,,,,,,,,,,
7472,7472,109.000,"Pêro Viseu, Castelo Branco",,3,2,130,2,,,,,,,,,,
7473,7473,90.000,"Arcos e Mogofores, Aveiro",,1,1,57,1,,4,,,,,,,,
7474,7474,165.000,"Antas e Matela, Viseu",850,3,3,181,2,,,,,,,,,,
7475,7475,395.000,"Caxarias, Santarém",770,3,4,162,2,,,,,,,,,,
7476,7476,750.000,"Atouguia da Baleia, Leiria",810,5,5,232,2,,,,,,,,,,
7477,7477,475.000,"Caparica e Trafaria, Setúbal",1464,2,2,108,1,,,,,,,,,,
7478,7478,120.000,"Reguengo Grande, Lisboa",110,1,2,51,,,,,,,,,,,
7479,7479,310.000,"Espargo / Feira, Santa Maria da Feira",347,5,5,194,3,,,,,,,,,,
7480,7480,179.000,"Lisboa, Oeiras",,1,1,61,,,5,,,,,,,,
7481,7481,390.000,"Grijó e Sermonde, Porto",1700,3,3,149,2,,,,,,,,,,
7482,7482,165.000,"Estreito da Calheta, Ilha da Madeira",506,,,85,,,,,,,,,,,
7483,7483,192.500,"Grijó, Vila Nova de Gaia",,3,3,115,1,,0,,,,,,,,
7484,7484,265.000,"Alfragide, Lisboa",,3,2,78,,,3,,,,,,,,
7485,7485,220.000,"Alfragide, Lisboa",,2,1,78,,,3,,,,,,,,
7486,7486,195.000,"Bunheiro, Aveiro",309,3,2,50,2,,,,,,,,,,
7487,7487,179.000,"Massamá e Monte Abraão, Lisboa",,2,1,78,,,2,,,,,,,,
7488,7488,175.000,"Ponta Delgada (São Sebastião), Ilha de São Miguel",44,2,1,64,1,,,,,,,,,,
7489,7489,885.000,"São Bento, Lisboa, Lisboa",,3,2,118,2,,1,,,,,,,,
7490,7490,205.500,"Amial, Porto",,2,2,68,0,,3,,,,,,,,
7491,7491,120.000,"Pena, Quintã e Vila Cova, Vila Real",,2,2,102,1,,,,,,,,,,
7492,7492,475.000,"Bessa Leite, Porto",,2,3,108,2,,0,,,,,,,,
7493,7493,972.000,"Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro",,,,,,,,,,,,,,,
7494,7494,325.500,"Lourel, Sintra",310,3,2,95,,,,,,,,,,,
7495,7495,285.000,"Nazaré, Leiria",,3,2,139,2,,0,,,,,,,,
7496,7496,160.000,"Redondo, Évora",197,6,1,213,1,,,,,,,,,,
7497,7497,145.000,"Arcozelo, Braga",,2,1,75,1,,5,,,,,,,,
7498,7498,169.000,"Hortas, Vila Real de Santo António",,2,1,53,,,,,,,,,,,
7499,7499,219.000,"Olivais Norte, Lisboa",,2,1,68,,,1,,,,,,,,
7500,7500,200.000,"Quinta das Lameiras, Viseu",191,3,2,83,4,,0,,,,,,,,
7501,7501,140.000,"Padre Matos, Albergaria-a-Velha",79,,,,,,,,,,,,,,
7502,7502,119.500,"Lavradio / Bairro dos Actores, Barreiro",,2,1,60,,,3,,,,,,,,
7503,7503,145.000,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure, Porto",,2,1,73,,,,,,,,,,,
7504,7504,145.000,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure, Porto",,2,1,76,,,,,,,,,,,
7505,7505,650.000,"Brejos de Azeitão, Setúbal",750,4,5,227,2,,,,,,,,,,
7506,7506,720.000,"Arrifes, Ilha de São Miguel",2353,5,5,170,11,,,,,,,,,,
7507,7507,125.000,"Albergaria-a-Velha, Albergaria-a-Velha",,2,1,75,1,,1,,,,,,,,
7508,7508,273.000,"6ªFase, Sintra",,3,2,115,,,,,,,,,,,
7509,7509,169.000,"Venda Nova, Amadora",,3,1,64,,,0,,,,,,,,
7510,7510,249.999,"Ponta Delgada (São José), Ilha de São Miguel",,,2,67,,,2,,,,,,,,
7511,7511,,"Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",,1-2,1-3,,0,,2,,0,0,,,,,
7512,7512,180.000,"Santo António dos Cavaleiros e Frielas, Lisboa",,2,1,65,,,17,,,,,,,,
7513,7513,560.000,"Árvore, Vila do Conde",263,3,2,166,3,,,,,,,,,,
7514,7514,90.000,"Penhalonga e Paços de Gaiolo, Porto",3165,1,,65,,,,,,,,,,,
7515,7515,219.000,"Buraca, Amadora",,2,1,46,,,1,,,,,,,,
7516,7516,275.000,"Lourosa, Aveiro",700,3,2,155,2,,,,,,,,,,
7517,7517,259.000,"Buraca, Amadora",,2,,55,,,-1,,,,,,,,
7518,7518,Sob Consulta,"Santo António dos Olivais, Coimbra",,3,1,82,0,,,,,,,,,,
7519,7519,277.000,"Custóias, Matosinhos",,3,2,116,1,,3,,,,,,,,
7520,7520,220.000,"Lourosa, Aveiro",370,3,2,168,2,,,,,,,,,,
7521,7521,235.000,"Vilar Seco, Bragança",2000,3,2,146,3,,,,,,,,,,
7522,7522,155.000,"Darque, Viana do Castelo",84,3,3,114,1,,,,,,,,,,
7523,7523,125.000,"Seixal, Arrentela e Aldeia de Paio Pires, Setúbal",,2,1,52,,,-1,,,,,,,,
7524,7524,205.000,"Caparica e Trafaria, Setúbal",,3,2,75,,,2,,,,,,,,
7525,7525,220.000,"Hospital S. João, Porto",,1,1,51,1,,0,,,,,,,,
7526,7526,138.000,"Pedreira, Rande e Sernande, Porto",,3,2,125,1,,3,,,,,,,,
7527,7527,69.000,"Rio de Couros e Casal dos Bernardos, Santarém",400,4,1,80,1,,,,,,,,,,
7528,7528,50.000,"Ladoeiro, Idanha-a-Nova",,2,1,35,,,,,,,,,,,
7529,7529,165.000,"Santa Clara, Coimbra",,2,1,88,,,1,,,,,,,,
7530,7530,189.000,"Arca, Ponte de Lima",,4,2,141,1,,2,,,,,,,,
7531,7531,87.500,"Alcains, Castelo Branco",,3,2,83,,,2,,,,,,,,
7532,7532,Sob Consulta,"Quinchães, Braga",945,5,5,262,6,,,,,,,,,,
7533,7533,325.000,"São Domingos de Rana, Lisboa",,2,1,78,,,0,,,,,,,,
7534,7534,995.000,"Amora, Setúbal",710,5,4,317,3,,,,,,,,,,
7535,7535,238.000,"Vila Nova de Famalicão e Calendário, Braga",,3,2,106,1,,2,,,,,,,,
7536,7536,99.895,"Pontével, Cartaxo",460,3,1,114,2,,0,,,,,,,,
7537,7537,690.000,"Sesimbra, Sesimbra",371,3,3,125,2,,,,,,,,,,
7538,7538,85.000,"Fornos, Cantanhede",868,3,1,434,2,,,,,,,,,,
7539,7539,280.000,"Olhão Baixa, Olhão",,3,2,108,,,0,,,,,,,,
7540,7540,150.000,"Ílhavo (São Salvador), Aveiro",174,2,1,144,0,,,,,,,,,,
7541,7541,1.200.000,"Foz do Sousa, Gondomar",3377,3,2,,2,,,,,,,,,,
7542,7542,120.000,"Baixa da Banheira e Vale da Amoreira, Setúbal",,3,2,82,,,5,,,,,,,,
7543,7543,355.000,"Lemenhe, Mouquim e Jesufrei, Braga",240,3,3,135,2,,,,,,,,,,
7544,7544,445.000,"Machico, Ilha da Madeira",500,3,4,,2,,,,,,,,,,
7545,7545,490.000,"Fernão Ferro, Setúbal",4000,3,2,190,2,,,,,,,,,,
7546,7546,330.000,"Lemenhe, Mouquim e Jesufrei, Braga",157,3,3,135,2,,,,,,,,,,
7547,7547,395.000,"Fernão Ferro, Seixal",230,4,3,170,,,,,,,,,,,
7548,7548,240.000,"Massamá e Monte Abraão, Lisboa",,3,2,101,,,,,,,,,,,
7549,7549,,"Tavira (Santa Maria e Santiago), Tavira",,1-4,1-3,66-125,1,,1,,4,3,108-244,,,,
7550,7550,395.000,"Fernão Ferro, Seixal",230,4,3,170,,,,,,,,,,,
7551,7551,320.000,"Paços de Ferreira, Porto",,4,4,200,2,,2,,,,,,,,
7552,7552,495.000,"Campo Alegre, Porto",,3,3,153,1,,1,,,,,,,,
7553,7553,187.000,"Póvoa de Santo Adrião, Odivelas",,2,1,58,,,1,,,,,,,,
7554,7554,1.500.000,"Sesimbra - Santana, Sesimbra",8834,4,3,175,,,,,,,,,,,
7555,7555,575.000,"Portimão Centro, Portimão",,5,4,185,2,,1,,,,,,,,
7556,7556,445.000,"Fluvial, Porto",,4,3,134,1,,1,,,,,,,,
7557,7557,850.000,"Aldoar, Foz do Douro e Nevogilde, Porto",345,4,4,270,2,,,,,,,,,,
7558,7558,350.000,"Centro de Carnaxide, Oeiras",,3,2,89,,,2,,,,,,,,
7559,7559,540.000,"Sé, Santa Maria e Meixedo, Bragança",494,7,4,213,4,,,,,,,,,,
7560,7560,158.000,"Sé, Santa Maria e Meixedo, Bragança",,3,2,105,1,,3,,,,,,,,
7561,7561,140.000,"Carva e Vilares, Vila Real",320,3,2,255,4,,,,,,,,,,
7562,7562,Sob Consulta,"Funchal (São Pedro), Ilha da Madeira",122,3,4,,,,,,,,,,,,
7563,7563,59.000,"Paião, Figueira da Foz",1275,3,1,74,,,,,,,,,,,
7564,7564,140.000,"Matosinhos, Matosinhos",,1,1,83,,,4,,,,,,,,
7565,7565,150.000,"Bem Viver, Porto",,3,2,127,1,,1,,,,,,,,
7566,7566,179.000,"Feijo, Almada",,3,2,93,,,1,,,,,,,,
7567,7567,Sob Consulta,"Pedrouços, Porto",20,3,3,170,1,,,,,,,,,,
7568,7568,170.000,"Milagres, Leiria",1312,6,5,225,,,,,,,,,,,
7569,7569,600.000,"São Martinho, Ilha da Madeira",,3,3,136,2,,3,,,,,,,,
7570,7570,135.000,"Lobrigos (São Miguel e São João Baptista) e Sanhoane, Vila Real",,2,2,117,1,,1,,,,,,,,
7571,7571,489.000,"Nogueira, Fraião e Lamaçães, Braga",55,3,3,215,2,,,,,,,,,,
7572,7572,1.195.000,"Tavira (Santa Maria e Santiago), Faro",20714,3,4,199,4,,,,,,,,,,
7573,7573,550.000,"Av. Fernão Magalhães, Porto",95,3,,123,,,,,,,,,,,
7574,7574,139.500,"Tapada das Mercês, Sintra",,2,1,72,,,4,,,,,,,,
7575,7575,Sob Consulta,"Repeses, Viseu",1331,4,3,203,2,,,,,,,,,,
7576,7576,400.000,"G4 - Modelo, Vila Nova de Gaia",5065,2,1,60,1,,,,,,,,,,
7577,7577,220.000,"Salvaterra de Magos e Foros de Salvaterra, Santarém",5000,2,2,190,1,,,,,,,,,,
7578,7578,150.000,"Venteira, Lisboa",,2,1,70,,,2,,,,,,,,
7579,7579,,"Darque, Viana do Castelo",,1-3,1-2,,1,,4,,0,0,,,,,
7580,7580,Sob Consulta,"Bonfim, Porto",,1,1,38,0,,-1,,,,,,,,
7581,7581,85.000,"Souto Santa Maria, Souto São Salvador e Gondomar, Braga",690,2,1,67,,,,,,,,,,,
7582,7582,400.000,"Quinta da Malata, Portimão",,3,3,117,,,9,,,,,,,,
7583,7583,70.000,"Arrizada, Alcoutim",39720,5,,78,,,,,,,,,,,
7584,7584,Sob Consulta,"Durrães e Tregosa, Braga",1200,,,49,,,,,,,,,,,
7585,7585,461.990,"Terrugem, Sintra",,4,3,164,2,,,,,,,,,,
7586,7586,130.000,"Bairro da Coopalme, Sintra",,1,1,43,,,2,,,,,,,,
7587,7587,113.500,"Vila Nova de Famalicão e Calendário, Braga",,2,1,88,1,,3,,,,,,,,
7588,7588,,"Darque, Viana do Castelo",,0-2,1,,1,,4,,0,0,,,,,
7589,7589,150.000,"Silgueiros, Viseu",520,4,2,133,1,,,,,,,,,,
7590,7590,175.000,"Caniço, Ilha da Madeira",,2,2,76,1,,2,,,,,,,,
7591,7591,255.000,"C5 - Paranho, Vila Nova de Gaia",,3,2,102,2,,2,,,,,,,,
7592,7592,Sob Consulta,"Lagoa (Nossa Senhora do Rosário), Ilha de São Miguel",430,4,2,180,2,,,,,,,,,,
7593,7593,265.000,"Rio Tinto - Carvalheiras, Gondomar",100,2,1,70,0,,,,,,,,,,
7594,7594,103.000,"Darque, Viana do Castelo",80,2,2,80,,,,,,,,,,,
7595,7595,75.000,"Pedrógão Grande, Leiria",88,3,2,111,,,,,,,,,,,
7596,7596,Sob Consulta,"Laranjeiro e Feijó, Setúbal",,2,1,65,,,3,,,,,,,,
7597,7597,345.000,"Santo António, Ilha da Madeira",319,4,1,,2,,,,,,,,,,
7598,7598,70.000,"Rio Tinto - Areosa, Gondomar",76,2,1,68,0,,1,,,,,,,,
7599,7599,295.000,"Candal, Vila Nova de Gaia",,3,2,110,1,,1,,,,,,,,
7600,7600,155.000,"Refoios do Lima, Ponte de Lima",7629,5,2,108,,,,,,,,,,,
7601,7601,900.000,"Sobral Monte Agraço, Sobral de Monte Agraço",620,7,2,290,,,,,,,,,,,
7602,7602,Sob Consulta,"Albufeira Centro, Albufeira",94,2,2,130,,,,,,,,,,,
7603,7603,290.000,"Portela, Marinha Grande",465,3,3,453,3,,,,,,,,,,
7604,7604,420.000,"Gulpilhares e Valadares, Porto",,3,4,150,3,,0,,,,,,,,
7605,7605,195.000,"Vilamoura, Loulé",,0,1,38,0,,2,,,,,,,,
7606,7606,105.000,"Atalaia, Santarém",201,2,1,53,,,,,,,,,,,
7607,7607,95.000,"Selho (São Jorge), Braga",,3,2,120,,,1,,,,,,,,
7608,7608,430.000,"Vila Pouca da Beira, Oliveira do Hospital",6950,3,3,98,7,,,,,,,,,,
7609,7609,225.000,"Guifões, Matosinhos",,3,2,103,,,1,,,,,,,,
7610,7610,300.000,"Quarteira, Loulé",379,4,1,150,,,,,,,,,,,
7611,7611,70.000,"Porto Moniz, Ilha da Madeira",858,2,1,74,,,,,,,,,,,
7612,7612,21.000,"Ferreira de Aves, Viseu",56,2,1,47,,,,,,,,,,,
7613,7613,210.000,"Boa Nova, Funchal",365,2,1,44,1,,,,,,,,,,
7614,7614,200.000,"Santa Marinha e São Pedro da Afurada, Porto",,2,1,85,,,,,,,,,,,
7615,7615,230.000,"Eiras, Coimbra",460,4,4,200,7,,,,,,,,,,
7616,7616,380.000,"Amorim, Póvoa de Varzim",640,4,3,175,3,,,,,,,,,,
7617,7617,130.000,"Ervidel, Beja",214,3,1,99,1,,,,,,,,,,
7618,7618,1.000.000,"Canidelo, Porto",351,4,4,266,2,,,,,,,,,,
7619,7619,143.000,"Lavradio / Av. J.J. Fernandes, Barreiro",,2,1,55,,,2,,,,,,,,
7620,7620,129.500,"Cais Novo, Viana do Castelo",,3,2,97,1,,1,,,,,,,,
7621,7621,45.000,"Santo António do Alva, Oliveira do Hospital",,2,1,60,,,,,,,,,,,
7622,7622,246.500,"Azurém, Braga",,3,3,105,1,,3,,,,,,,,
7623,7623,200.000,"Palmela / Ermelinda Freitas, Palmela",201,4,1,66,,,,,,,,,,,
7624,7624,170.000,"Sacavém, Loures",,1,1,55,,,1,,,,,,,,
7625,7625,269.000,"Vila Praia de Âncora, Viana do Castelo",270,3,4,198,2,,,,,,,,,,
7626,7626,500.000,"Tribunal, Braga",,3,3,163,2,,4,,,,,,,,
7627,7627,652.500,"Funchal (Sé), Ilha da Madeira",,3,2,194,2,,3,,,,,,,,
7628,7628,215.000,"Chiado, Lisboa, Lisboa",,1,1,41,,,4,,,,,,,,
7629,7629,650.000,"Funchal (Sé), Ilha da Madeira",,3,2,194,2,,2,,,,,,,,
7630,7630,709.000,"Estrela, Lisboa",,4,2,146,,,2,,,,,,,,
7631,7631,640.000,"Funchal (Sé), Ilha da Madeira",,3,2,202,2,,3,,,,,,,,
7632,7632,640.000,"Funchal (Sé), Ilha da Madeira",,3,2,194,2,,3,,,,,,,,
7633,7633,635.000,"Funchal (Sé), Ilha da Madeira",,3,2,202,2,,2,,,,,,,,
7634,7634,635.000,"Funchal (Sé), Ilha da Madeira",,3,2,194,2,,2,,,,,,,,
7635,7635,120.000,"Vilarelho da Raia, Vila Real",100,3,2,123,1,,,,,,,,,,
7636,7636,635.000,"Funchal (Sé), Ilha da Madeira",,3,2,151,2,,2,,,,,,,,
7637,7637,655.000,"Funchal (Sé), Ilha da Madeira",,3,2,216,2,,3,,,,,,,,
7638,7638,250.000,"Nazaré, Leiria",,2,1,84,1,,1,,,,,,,,
7639,7639,703.000,"Funchal (Sé), Ilha da Madeira",,3,2,135,2,,2,,,,,,,,
7640,7640,1.100.000,"Funchal (Sé), Ilha da Madeira",,4,3,241,2,,2,,,,,,,,
7641,7641,150.000,"Baixa Estação, Faro",,2,2,71,,,0,,,,,,,,
7642,7642,Sob Consulta,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",,2,1,43,,,0,,,,,,,,
7643,7643,139.500,"Fráguas, Rio Maior",1500,3,1,97,,,,,,,,,,,
7644,7644,185.000,"Queluz e Belas, Lisboa",,2,1,62,,,,,,,,,,,
7645,7645,140.500,"Santa Marinha, Vila Nova de Gaia",153,3,1,174,,,,,,,,,,,
7646,7646,640.000,"Ponta do Sol, Ilha da Madeira",600,3,3,124,6,,,,,,,,,,
7647,7647,710.000,"Funchal (Sé), Ilha da Madeira",,3,3,185,2,,3,,,,,,,,
7648,7648,165.000,"Suil Park, Santa Maria da Feira",,1,1,72,1,,0,,,,,,,,
7649,7649,449.900,"Campo de Ourique, Lisboa",,2,1,50,,,1,,,,,,,,
7650,7650,Sob Consulta,"Sé, Santa Maria e Meixedo, Bragança",935,5,7,490,3,,,,,,,,,,
7651,7651,140.000,"Bx. Banheira / Igreja, Moita",,2,1,67,,,1,,,,,,,,
7652,7652,80.000,"Rio Tinto, Gondomar",78,2,1,36,1,,,,,,,,,,
7653,7653,70.000,"Louredo e Fornelos, Vila Real",102,4,2,201,,,,,,,,,,,
7654,7654,499.000,"Gâmbia-Pontes-Alto da Guerra, Setúbal",489,4,3,199,4,,,,,,,,,,
7655,7655,160.000,"Grijó e Sermonde, Porto",393,2,,,,,,,,,,,,,
7656,7656,75.000,"Vale do Poço, Serpa",,2,1,48,,,,,,,,,,,
7657,7657,375.000,"Choilo, Setúbal",233,3,2,90,2,,,,,,,,,,
7658,7658,345.000,"Estefânia, Lisboa",,2,2,,,,1,,,,,,,,
7659,7659,695.000,"Marim/Quatrim/Bias, Olhão",2080,5,3,146,2,,,,,,,,,,
7660,7660,350.000,"Marim/Quatrim/Bias, Olhão",208,3,1,76,,,,,,,,,,,
7661,7661,90.000,"Santo André / Ribeira das Naus, Barreiro",,1,1,36,,,,,,,,,,,
7662,7662,,"Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",,3,3,135,1-4,,2,,0,0,,,,,
7663,7663,250.000,"São Roque, Ilha da Madeira",550,3,1,117,4,,,,,,,,,,
7664,7664,225.000,"Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal",,2,1,75,0,,,,,,,,,,
7665,7665,,"Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo",,2,1,,0,,1,,0,0,,,,,
7666,7666,450.000,"Espiche, Lagos",198,4,3,176,2,,,,,,,,,,
7667,7667,490.000,"Faria Guimarães, Porto",80,4,2,230,,,,,,,,,,,
7668,7668,285.000,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa",,3,2,77,,,3,,,,,,,,
7669,7669,115.000,"Cruz da Picada e Escurinho, Évora",,3,1,85,,,5,,,,,,,,
7670,7670,320.000,"Ribeira, Porto",,1,1,57,,,7,,,,,,,,
7671,7671,275.000,"Ponte das 3 Entradas, Oliveira do Hospital",3285,6,3,273,4,,,,,,,,,,
7672,7672,315.000,"Arcozelo, Ponte de Lima",240,3,3,255,1,,,,,,,,,,
7673,7673,239.000,"Belém, Lisboa",,1,1,40,,,1,,,,,,,,
7674,7674,550.000,"Alto de Santa Catarina, Oeiras",,3,2,112,1,,1,,,,,,,,
